Rhythm,Velocity Score,Original Score
17_afrocuban-calypso_108_beat_4-4_bar_89,9.094488188976383,6.0
17_afrocuban-calypso_108_beat_4-4_bar_9,22.669291338582674,28.0
17_afrocuban-calypso_108_beat_4-4_bar_90,8.763779527559056,6.0
17_afrocuban-calypso_108_beat_4-4_bar_91,9.685039370078748,6.0
17_afrocuban-calypso_108_beat_4-4_bar_92,20.354330708661415,24.0
17_afrocuban-calypso_108_beat_4-4_bar_93,12.2992125984252,13.0
17_afrocuban-calypso_108_beat_4-4_bar_94,21.496062992125985,33.0
17_afrocuban-calypso_108_beat_4-4_bar_95,9.755905511811022,12.0
17_afrocuban-calypso_108_beat_4-4_bar_96,16.086614173228345,17.0
17_afrocuban-calypso_108_beat_4-4_bar_97,15.236220472440948,17.0
17_afrocuban-calypso_108_beat_4-4_bar_98,16.755905511811026,15.0
17_afrocuban-calypso_108_beat_4-4_bar_99,13.307086614173224,11.0
17_blues-shuffle_72_beat_4-4_bar_1,10.377952755905504,16.0
17_blues-shuffle_72_beat_4-4_bar_10,8.141732283464568,14.0
17_blues-shuffle_72_beat_4-4_bar_11,10.29133858267717,9.0
17_blues-shuffle_72_beat_4-4_bar_12,10.141732283464574,17.0
17_blues-shuffle_72_beat_4-4_bar_13,9.960629921259843,14.0
17_blues-shuffle_72_beat_4-4_bar_14,8.220472440944881,12.0
17_blues-shuffle_72_beat_4-4_bar_15,6.456692913385825,6.0
17_blues-shuffle_72_beat_4-4_bar_16,14.850393700787405,18.0
17_blues-shuffle_72_beat_4-4_bar_17,8.645669291338585,12.0
17_blues-shuffle_72_beat_4-4_bar_18,6.409448818897634,4.0
17_blues-shuffle_72_beat_4-4_bar_19,6.055118110236222,13.0
17_blues-shuffle_72_beat_4-4_bar_2,5.5984251968504,9.0
17_blues-shuffle_72_beat_4-4_bar_20,20.952755905511815,28.0
17_blues-shuffle_72_beat_4-4_bar_21,12.34645669291339,20.0
17_blues-shuffle_72_beat_4-4_bar_22,5.63779527559055,9.0
17_blues-shuffle_72_beat_4-4_bar_23,11.047244094488185,15.0
17_blues-shuffle_72_beat_4-4_bar_24,16.06299212598425,17.0
17_blues-shuffle_72_beat_4-4_bar_25,9.472440944881887,12.0
17_blues-shuffle_72_beat_4-4_bar_26,6.456692913385826,11.0
17_blues-shuffle_72_beat_4-4_bar_27,9.41732283464567,12.0
17_blues-shuffle_72_beat_4-4_bar_28,13.708661417322839,22.0
17_blues-shuffle_72_beat_4-4_bar_29,6.669291338582687,9.0
17_blues-shuffle_72_beat_4-4_bar_3,3.8188976377952795,6.0
17_blues-shuffle_72_beat_4-4_bar_30,5.9212598425196905,10.0
17_blues-shuffle_72_beat_4-4_bar_31,8.716535433070872,13.0
17_blues-shuffle_72_beat_4-4_bar_32,23.472440944881885,21.0
17_blues-shuffle_72_beat_4-4_bar_33,17.259842519685034,24.0
17_blues-shuffle_72_beat_4-4_bar_34,21.46456692913386,30.0
17_blues-shuffle_72_beat_4-4_bar_35,20.921259842519675,23.0
17_blues-shuffle_72_beat_4-4_bar_36,26.35433070866142,34.0
17_blues-shuffle_72_beat_4-4_bar_37,20.629921259842515,24.0
17_blues-shuffle_72_beat_4-4_bar_38,14.944881889763783,12.0
17_blues-shuffle_72_beat_4-4_bar_39,17.771653543307085,25.0
17_blues-shuffle_72_beat_4-4_bar_4,5.56692913385827,9.0
17_blues-shuffle_72_beat_4-4_bar_40,25.527559055118108,37.0
17_blues-shuffle_72_beat_4-4_bar_41,13.763779527559054,14.0
17_blues-shuffle_72_beat_4-4_bar_42,14.692913385826781,18.0
17_blues-shuffle_72_beat_4-4_bar_43,22.299212598425196,29.0
17_blues-shuffle_72_beat_4-4_bar_44,22.456692913385826,35.0
17_blues-shuffle_72_beat_4-4_bar_45,19.125984251968507,26.0
17_blues-shuffle_72_beat_4-4_bar_46,15.889763779527545,14.0
17_blues-shuffle_72_beat_4-4_bar_47,19.669291338582674,18.0
17_blues-shuffle_72_beat_4-4_bar_48,27.92125984251969,30.0
17_blues-shuffle_72_beat_4-4_bar_49,14.291338582677163,21.0
17_blues-shuffle_72_beat_4-4_bar_5,6.818897637795271,7.0
17_blues-shuffle_72_beat_4-4_bar_50,21.094488188976378,26.0
17_blues-shuffle_72_beat_4-4_bar_51,17.393700787401574,20.0
17_blues-shuffle_72_beat_4-4_bar_52,24.755905511811026,37.0
17_blues-shuffle_72_beat_4-4_bar_53,17.622047244094485,24.0
17_blues-shuffle_72_beat_4-4_bar_54,17.13385826771654,23.0
17_blues-shuffle_72_beat_4-4_bar_55,13.062992125984241,25.0
17_blues-shuffle_72_beat_4-4_bar_56,27.645669291338585,48.0
17_blues-shuffle_72_beat_4-4_bar_57,20.79527559055118,28.0
17_blues-shuffle_72_beat_4-4_bar_58,21.66929133858268,27.0
17_blues-shuffle_72_beat_4-4_bar_59,12.748031496062985,17.0
17_blues-shuffle_72_beat_4-4_bar_6,4.834645669291346,11.0
17_blues-shuffle_72_beat_4-4_bar_60,24.5511811023622,26.0
17_blues-shuffle_72_beat_4-4_bar_61,15.34645669291339,19.0
17_blues-shuffle_72_beat_4-4_bar_62,17.858267716535426,26.0
17_blues-shuffle_72_beat_4-4_bar_63,18.83464566929134,28.0
17_blues-shuffle_72_beat_4-4_bar_64,13.244094488188978,14.0
17_blues-shuffle_72_beat_4-4_bar_65,15.59842519685039,22.0
17_blues-shuffle_72_beat_4-4_bar_66,20.52755905511811,38.0
17_blues-shuffle_72_beat_4-4_bar_67,12.362204724409452,17.0
17_blues-shuffle_72_beat_4-4_bar_68,23.858267716535437,21.0
17_blues-shuffle_72_beat_4-4_bar_69,17.299212598425196,26.0
17_blues-shuffle_72_beat_4-4_bar_7,15.125984251968505,17.0
17_blues-shuffle_72_beat_4-4_bar_70,18.251968503937004,24.0
17_blues-shuffle_72_beat_4-4_bar_71,25.259842519685037,36.0
17_blues-shuffle_72_beat_4-4_bar_72,28.393700787401578,34.0
17_blues-shuffle_72_beat_4-4_bar_73,15.598425196850394,25.0
17_blues-shuffle_72_beat_4-4_bar_74,13.023622047244077,19.0
17_blues-shuffle_72_beat_4-4_bar_75,16.929133858267715,24.0
17_blues-shuffle_72_beat_4-4_bar_76,17.503937007874015,26.0
17_blues-shuffle_72_beat_4-4_bar_77,10.637795275590562,19.0
17_blues-shuffle_72_beat_4-4_bar_78,19.023622047244086,25.0
17_blues-shuffle_72_beat_4-4_bar_79,13.48031496062992,15.0
17_blues-shuffle_72_beat_4-4_bar_8,9.637795275590554,21.0
17_blues-shuffle_72_beat_4-4_bar_80,16.740157480314963,25.0
17_blues-shuffle_72_beat_4-4_bar_9,9.999999999999998,13.0
17_hiphop_100_beat_4-4_bar_10,10.582677165354351,13.0
17_hiphop_100_beat_4-4_bar_11,8.141732283464581,8.0
17_hiphop_100_beat_4-4_bar_12,13.173228346456705,3.0
17_hiphop_100_beat_4-4_bar_13,7.968503937007879,7.0
17_hiphop_100_beat_4-4_bar_14,6.118110236220474,8.0
17_hiphop_100_beat_4-4_bar_15,17.125984251968493,20.0
17_hiphop_100_beat_4-4_bar_16,10.61417322834645,10.0
17_hiphop_100_beat_4-4_bar_17,11.023622047244109,11.0
17_hiphop_100_beat_4-4_bar_18,18.795275590551185,24.0
17_hiphop_100_beat_4-4_bar_19,24.99212598425197,35.0
17_hiphop_100_beat_4-4_bar_2,15.275590551181102,26.0
17_hiphop_100_beat_4-4_bar_20,9.85826771653544,10.0
17_hiphop_100_beat_4-4_bar_21,6.858267716535442,8.0
17_hiphop_100_beat_4-4_bar_22,5.157480314960628,7.0
17_hiphop_100_beat_4-4_bar_23,21.89763779527559,26.0
17_hiphop_100_beat_4-4_bar_24,11.881889763779533,10.0
17_hiphop_100_beat_4-4_bar_25,20.401574803149607,23.0
17_hiphop_100_beat_4-4_bar_26,27.748031496063,32.0
17_hiphop_100_beat_4-4_bar_27,28.96062992125984,41.0
17_hiphop_100_beat_4-4_bar_28,13.598425196850394,18.0
17_hiphop_100_beat_4-4_bar_29,22.251968503937004,27.0
17_hiphop_100_beat_4-4_bar_3,24.023622047244093,30.0
17_hiphop_100_beat_4-4_bar_30,12.1496062992126,23.0
17_hiphop_100_beat_4-4_bar_31,12.212598425196846,15.0
17_hiphop_100_beat_4-4_bar_32,14.236220472440937,16.0
17_hiphop_100_beat_4-4_bar_33,18.173228346456696,8.0
17_hiphop_100_beat_4-4_bar_34,20.929133858267715,14.0
17_hiphop_100_beat_4-4_bar_35,10.196850393700787,11.0
17_hiphop_100_beat_4-4_bar_4,4.897637795275596,0.0
17_hiphop_100_beat_4-4_bar_7,8.97637795275591,8.0
17_hiphop_100_beat_4-4_bar_9,27.102362204724404,28.0
17_jazz-funk_116_fill_4-4_bar_2,19.35433070866142,35.0
17_latin-brazilian-samba_110_beat_4-4_bar_10,12.874015748031495,22.0
17_latin-brazilian-samba_110_beat_4-4_bar_11,13.236220472440943,22.0
17_latin-brazilian-samba_110_beat_4-4_bar_12,14.677165354330702,22.0
17_latin-brazilian-samba_110_beat_4-4_bar_13,14.46456692913386,22.0
17_latin-brazilian-samba_110_beat_4-4_bar_14,13.055118110236224,22.0
17_latin-brazilian-samba_110_beat_4-4_bar_15,17.779527559055122,26.0
17_latin-brazilian-samba_110_beat_4-4_bar_16,15.196850393700787,26.0
17_latin-brazilian-samba_110_beat_4-4_bar_17,17.023622047244093,25.0
17_latin-brazilian-samba_110_beat_4-4_bar_18,17.5748031496063,25.0
17_latin-brazilian-samba_110_beat_4-4_bar_19,17.086614173228348,30.0
17_latin-brazilian-samba_110_beat_4-4_bar_2,13.543307086614181,18.0
17_latin-brazilian-samba_110_beat_4-4_bar_20,13.015748031496063,22.0
17_latin-brazilian-samba_110_beat_4-4_bar_21,14.251968503937007,22.0
17_latin-brazilian-samba_110_beat_4-4_bar_22,15.818897637795278,26.0
17_latin-brazilian-samba_110_beat_4-4_bar_23,21.307086614173222,30.0
17_latin-brazilian-samba_110_beat_4-4_bar_24,15.086614173228345,26.0
17_latin-brazilian-samba_110_beat_4-4_bar_25,13.2992125984252,22.0
17_latin-brazilian-samba_110_beat_4-4_bar_26,20.755905511811022,27.0
17_latin-brazilian-samba_110_beat_4-4_bar_27,16.590551181102363,26.0
17_latin-brazilian-samba_110_beat_4-4_bar_28,11.299212598425193,22.0
17_latin-brazilian-samba_110_beat_4-4_bar_29,16.10236220472441,22.0
17_latin-brazilian-samba_110_beat_4-4_bar_3,20.31496062992126,26.0
17_latin-brazilian-samba_110_beat_4-4_bar_30,15.448818897637794,22.0
17_latin-brazilian-samba_110_beat_4-4_bar_31,13.1496062992126,22.0
17_latin-brazilian-samba_110_beat_4-4_bar_32,15.070866141732282,22.0
17_latin-brazilian-samba_110_beat_4-4_bar_33,14.54330708661417,24.0
17_latin-brazilian-samba_110_beat_4-4_bar_34,16.716535433070867,26.0
17_latin-brazilian-samba_110_beat_4-4_bar_35,14.511811023622055,22.0
17_latin-brazilian-samba_110_beat_4-4_bar_36,22.102362204724415,32.0
17_latin-brazilian-samba_110_beat_4-4_bar_37,15.771653543307085,26.0
17_latin-brazilian-samba_110_beat_4-4_bar_38,26.133858267716537,37.0
17_latin-brazilian-samba_110_beat_4-4_bar_39,16.181102362204722,26.0
17_latin-brazilian-samba_110_beat_4-4_bar_4,16.637795275590555,18.0
17_latin-brazilian-samba_110_beat_4-4_bar_40,14.669291338582683,22.0
17_latin-brazilian-samba_110_beat_4-4_bar_41,15.307086614173224,22.0
17_latin-brazilian-samba_110_beat_4-4_bar_42,14.779527559055124,22.0
17_latin-brazilian-samba_110_beat_4-4_bar_43,17.826771653543307,26.0
17_latin-brazilian-samba_110_beat_4-4_bar_44,14.503937007874029,22.0
17_latin-brazilian-samba_110_beat_4-4_bar_45,23.818897637795274,40.0
17_latin-brazilian-samba_110_beat_4-4_bar_46,14.43307086614173,22.0
17_latin-brazilian-samba_110_beat_4-4_bar_47,17.244094488188978,22.0
17_latin-brazilian-samba_110_beat_4-4_bar_48,14.708661417322837,22.0
17_latin-brazilian-samba_110_beat_4-4_bar_49,23.45669291338583,32.0
17_latin-brazilian-samba_110_beat_4-4_bar_5,17.40944881889764,22.0
17_latin-brazilian-samba_110_beat_4-4_bar_50,18.637795275590552,29.0
17_latin-brazilian-samba_110_beat_4-4_bar_51,16.755905511811026,25.0
17_latin-brazilian-samba_110_beat_4-4_bar_52,20.52755905511811,26.0
17_latin-brazilian-samba_110_beat_4-4_bar_53,21.5511811023622,28.0
17_latin-brazilian-samba_110_beat_4-4_bar_54,20.102362204724415,28.0
17_latin-brazilian-samba_110_beat_4-4_bar_55,19.30708661417323,29.0
17_latin-brazilian-samba_110_beat_4-4_bar_56,12.338582677165356,22.0
17_latin-brazilian-samba_110_beat_4-4_bar_57,20.11023622047244,33.0
17_latin-brazilian-samba_110_beat_4-4_bar_58,14.472440944881889,22.0
17_latin-brazilian-samba_110_beat_4-4_bar_59,26.65354330708662,34.0
17_latin-brazilian-samba_110_beat_4-4_bar_6,16.062992125984255,22.0
17_latin-brazilian-samba_110_beat_4-4_bar_60,13.070866141732278,22.0
17_latin-brazilian-samba_110_beat_4-4_bar_61,17.8503937007874,22.0
17_latin-brazilian-samba_110_beat_4-4_bar_7,15.984251968503935,22.0
17_latin-brazilian-samba_110_beat_4-4_bar_8,4.629921259842517,4.0
17_latin-brazilian-samba_110_beat_4-4_bar_9,24.33070866141733,38.0
17_pop-soft_83_fill_4-4_bar_1,12.921259842519683,17.0
17_rock_100_beat_4-4_bar_1,0.5039370078740149,0.0
17_rock_100_beat_4-4_bar_2,2.2440944881889706,1.0
17_rock_100_beat_4-4_bar_3,1.102362204724404,0.0
17_rock_100_beat_4-4_bar_4,7.078740157480312,5.0
17_rock_100_beat_4-4_bar_5,1.7086614173228316,0.0
17_rock_100_beat_4-4_bar_6,0.9999999999999876,0.0
17_rock_100_beat_4-4_bar_7,6.433070866141733,11.0
17_rock_118_fill_4-4_bar_2,15.125984251968509,21.0
17_rock_118_fill_4-4_bar_3,21.393700787401574,23.0
17_rock_120_beat_4-4_bar_1,16.89763779527559,21.0
17_rock_120_beat_4-4_bar_2,17.64566929133858,20.0
17_rock_120_beat_4-4_bar_3,17.440944881889767,21.0
180_rock_50_beat_4-4_bar_10,8.732283464566926,9.0
180_rock_50_beat_4-4_bar_11,11.606299212598426,13.0
180_rock_50_beat_4-4_bar_12,10.354330708661413,9.0
180_rock_50_beat_4-4_bar_13,13.338582677165356,17.0
180_rock_50_beat_4-4_bar_14,7.866141732283467,17.0
180_rock_50_beat_4-4_bar_15,12.362204724409452,13.0
180_rock_50_beat_4-4_bar_16,8.078740157480317,9.0
180_rock_50_beat_4-4_bar_17,7.047244094488185,9.0
180_rock_50_beat_4-4_bar_18,7.1496062992126,21.0
180_rock_50_beat_4-4_bar_2,8.448818897637796,16.0
180_rock_50_beat_4-4_bar_20,9.637795275590548,13.0
180_rock_50_beat_4-4_bar_21,8.913385826771654,12.0
180_rock_50_beat_4-4_bar_22,4.5748031496063035,9.0
180_rock_50_beat_4-4_bar_23,4.511811023622045,9.0
180_rock_50_beat_4-4_bar_24,4.850393700787398,9.0
180_rock_50_beat_4-4_bar_25,9.062992125984245,14.0
180_rock_50_beat_4-4_bar_26,13.661417322834646,21.0
180_rock_50_beat_4-4_bar_27,7.354330708661417,15.0
180_rock_50_beat_4-4_bar_28,7.6377952755905545,14.0
180_rock_50_beat_4-4_bar_29,6.968503937007874,15.0
180_rock_50_beat_4-4_bar_3,6.259842519685037,8.0
180_rock_50_beat_4-4_bar_30,5.3385826771653555,11.0
180_rock_50_beat_4-4_bar_31,18.559055118110237,30.0
180_rock_50_beat_4-4_bar_32,11.77165354330709,21.0
180_rock_50_beat_4-4_bar_33,11.157480314960624,18.0
180_rock_50_beat_4-4_bar_34,11.858267716535435,18.0
180_rock_50_beat_4-4_bar_35,7.228346456692915,9.0
180_rock_50_beat_4-4_bar_36,9.0,13.0
180_rock_50_beat_4-4_bar_37,5.598425196850393,10.0
180_rock_50_beat_4-4_bar_38,13.196850393700789,19.0
180_rock_50_beat_4-4_bar_39,8.000000000000007,15.0
180_rock_50_beat_4-4_bar_4,6.377952755905506,8.0
180_rock_50_beat_4-4_bar_40,5.795275590551178,8.0
180_rock_50_beat_4-4_bar_41,15.897637795275587,29.0
180_rock_50_beat_4-4_bar_42,10.204724409448826,14.0
180_rock_50_beat_4-4_bar_43,7.850393700787404,14.0
180_rock_50_beat_4-4_bar_44,10.094488188976376,12.0
180_rock_50_beat_4-4_bar_45,12.622047244094496,21.0
180_rock_50_beat_4-4_bar_46,17.141732283464563,22.0
180_rock_50_beat_4-4_bar_5,6.125984251968502,8.0
180_rock_50_beat_4-4_bar_6,6.818897637795271,8.0
180_rock_50_beat_4-4_bar_7,6.440944881889763,8.0
180_rock_50_beat_4-4_bar_8,13.496062992125987,12.0
180_rock_50_beat_4-4_bar_9,7.244094488188972,8.0
181_rock_115_beat_4-4_bar_1,8.220472440944885,12.0
181_rock_115_beat_4-4_bar_10,9.094488188976374,16.0
181_rock_115_beat_4-4_bar_11,8.53543307086614,15.0
181_rock_115_beat_4-4_bar_12,9.38582677165354,18.0
181_rock_115_beat_4-4_bar_13,12.787401574803154,14.0
181_rock_115_beat_4-4_bar_14,10.929133858267711,19.0
181_rock_115_beat_4-4_bar_15,9.370078740157489,16.0
181_rock_115_beat_4-4_bar_16,11.944881889763783,21.0
181_rock_115_beat_4-4_bar_17,17.46456692913386,25.0
181_rock_115_beat_4-4_bar_18,17.952755905511815,23.0
181_rock_115_beat_4-4_bar_19,13.850393700787404,21.0
181_rock_115_beat_4-4_bar_2,8.897637795275589,17.0
181_rock_115_beat_4-4_bar_20,13.1259842519685,20.0
181_rock_115_beat_4-4_bar_21,13.779527559055119,21.0
181_rock_115_beat_4-4_bar_22,15.543307086614174,21.0
181_rock_115_beat_4-4_bar_23,8.629921259842519,19.0
181_rock_115_beat_4-4_bar_24,9.598425196850394,16.0
181_rock_115_beat_4-4_bar_25,12.488188976377948,12.0
181_rock_115_beat_4-4_bar_26,16.22047244094488,24.0
181_rock_115_beat_4-4_bar_27,13.937007874015748,22.0
181_rock_115_beat_4-4_bar_28,11.850393700787404,13.0
181_rock_115_beat_4-4_bar_29,14.141732283464567,16.0
181_rock_115_beat_4-4_bar_3,9.559055118110237,17.0
181_rock_115_beat_4-4_bar_30,10.31496062992126,20.0
181_rock_115_beat_4-4_bar_31,11.763779527559056,18.0
181_rock_115_beat_4-4_bar_32,13.346456692913378,17.0
181_rock_115_beat_4-4_bar_33,20.267716535433067,20.0
181_rock_115_beat_4-4_bar_34,12.23622047244095,19.0
181_rock_115_beat_4-4_bar_35,18.803149606299215,34.0
181_rock_115_beat_4-4_bar_36,18.771653543307092,33.0
181_rock_115_beat_4-4_bar_37,26.653543307086622,38.0
181_rock_115_beat_4-4_bar_38,18.417322834645674,32.0
181_rock_115_beat_4-4_bar_39,16.488188976377952,36.0
181_rock_115_beat_4-4_bar_4,7.09448818897638,15.0
181_rock_115_beat_4-4_bar_40,16.2755905511811,34.0
181_rock_115_beat_4-4_bar_41,17.629921259842526,31.0
181_rock_115_beat_4-4_bar_42,20.47244094488189,37.0
181_rock_115_beat_4-4_bar_43,16.724409448818896,35.0
181_rock_115_beat_4-4_bar_44,17.393700787401578,36.0
181_rock_115_beat_4-4_bar_45,19.874015748031496,35.0
181_rock_115_beat_4-4_bar_46,21.68503937007874,40.0
181_rock_115_beat_4-4_bar_47,12.708661417322833,28.0
181_rock_115_beat_4-4_bar_48,19.48818897637795,37.0
181_rock_115_beat_4-4_bar_49,18.055118110236222,27.0
181_rock_115_beat_4-4_bar_5,16.259842519685037,24.0
181_rock_115_beat_4-4_bar_50,20.92913385826772,32.0
181_rock_115_beat_4-4_bar_51,17.33070866141732,29.0
181_rock_115_beat_4-4_bar_52,20.826771653543307,35.0
181_rock_115_beat_4-4_bar_53,18.204724409448815,30.0
181_rock_115_beat_4-4_bar_54,18.283464566929133,29.0
181_rock_115_beat_4-4_bar_55,16.685039370078737,30.0
181_rock_115_beat_4-4_bar_56,19.755905511811022,36.0
181_rock_115_beat_4-4_bar_57,23.645669291338585,37.0
181_rock_115_beat_4-4_bar_58,17.06299212598425,29.0
181_rock_115_beat_4-4_bar_59,19.047244094488185,29.0
181_rock_115_beat_4-4_bar_6,13.228346456692918,17.0
181_rock_115_beat_4-4_bar_60,22.370078740157485,33.0
181_rock_115_beat_4-4_bar_61,25.267716535433074,32.0
181_rock_115_beat_4-4_bar_62,17.905511811023622,23.0
181_rock_115_beat_4-4_bar_63,9.34645669291338,12.0
181_rock_115_beat_4-4_bar_64,7.464566929133854,13.0
181_rock_115_beat_4-4_bar_65,19.291338582677167,21.0
181_rock_115_beat_4-4_bar_7,11.700787401574802,20.0
181_rock_115_beat_4-4_bar_8,13.212598425196848,21.0
181_rock_115_beat_4-4_bar_9,10.708661417322832,13.0
182_afrocuban_105_fill_4-4_bar_1,6.503937007874015,15.0
182_rock_115_fill_4-4_bar_1,25.566929133858267,32.0
183_afrocuban_105_beat_4-4_bar_1,20.409448818897637,42.0
183_afrocuban_105_beat_4-4_bar_10,26.614173228346466,50.0
183_afrocuban_105_beat_4-4_bar_11,20.086614173228345,37.0
183_afrocuban_105_beat_4-4_bar_12,38.8976377952756,62.0
183_afrocuban_105_beat_4-4_bar_13,21.330708661417322,42.0
183_afrocuban_105_beat_4-4_bar_14,23.110236220472437,40.0
183_afrocuban_105_beat_4-4_bar_15,24.393700787401578,40.0
183_afrocuban_105_beat_4-4_bar_16,24.54330708661417,34.0
183_afrocuban_105_beat_4-4_bar_17,23.338582677165356,49.0
183_afrocuban_105_beat_4-4_bar_18,22.842519685039367,43.0
183_afrocuban_105_beat_4-4_bar_19,26.000000000000007,44.0
183_afrocuban_105_beat_4-4_bar_2,24.511811023622045,42.0
183_afrocuban_105_beat_4-4_bar_20,22.141732283464567,34.0
183_afrocuban_105_beat_4-4_bar_21,21.236220472440948,43.0
183_afrocuban_105_beat_4-4_bar_22,23.48818897637795,43.0
183_afrocuban_105_beat_4-4_bar_23,24.86614173228346,44.0
183_afrocuban_105_beat_4-4_bar_24,23.708661417322837,33.0
183_afrocuban_105_beat_4-4_bar_25,23.251968503936997,38.0
183_afrocuban_105_beat_4-4_bar_26,19.645669291338578,43.0
183_afrocuban_105_beat_4-4_bar_27,24.56692913385826,44.0
183_afrocuban_105_beat_4-4_bar_28,27.968503937007874,43.0
183_afrocuban_105_beat_4-4_bar_29,23.055118110236222,42.0
183_afrocuban_105_beat_4-4_bar_3,24.21259842519685,42.0
183_afrocuban_105_beat_4-4_bar_30,22.370078740157485,44.0
183_afrocuban_105_beat_4-4_bar_31,22.511811023622037,44.0
183_afrocuban_105_beat_4-4_bar_32,22.51968503937008,34.0
183_afrocuban_105_beat_4-4_bar_33,19.417322834645667,39.0
183_afrocuban_105_beat_4-4_bar_34,19.70866141732283,43.0
183_afrocuban_105_beat_4-4_bar_35,22.259842519685037,44.0
183_afrocuban_105_beat_4-4_bar_36,22.960629921259837,35.0
183_afrocuban_105_beat_4-4_bar_37,21.259842519685037,39.0
183_afrocuban_105_beat_4-4_bar_38,23.07874015748032,43.0
183_afrocuban_105_beat_4-4_bar_39,27.181102362204722,46.0
183_afrocuban_105_beat_4-4_bar_4,28.76377952755906,46.0
183_afrocuban_105_beat_4-4_bar_40,19.267716535433074,24.0
183_afrocuban_105_beat_4-4_bar_41,23.370078740157485,40.0
183_afrocuban_105_beat_4-4_bar_42,20.960629921259844,33.0
183_afrocuban_105_beat_4-4_bar_43,25.61417322834646,42.0
183_afrocuban_105_beat_4-4_bar_44,17.31496062992126,38.0
183_afrocuban_105_beat_4-4_bar_45,21.74803149606299,46.0
183_afrocuban_105_beat_4-4_bar_46,21.543307086614174,35.0
183_afrocuban_105_beat_4-4_bar_47,23.551181102362207,37.0
183_afrocuban_105_beat_4-4_bar_48,18.779527559055115,38.0
183_afrocuban_105_beat_4-4_bar_49,18.755905511811022,42.0
183_afrocuban_105_beat_4-4_bar_5,25.73228346456692,46.0
183_afrocuban_105_beat_4-4_bar_50,28.188976377952763,43.0
183_afrocuban_105_beat_4-4_bar_51,18.18897637795276,24.0
183_afrocuban_105_beat_4-4_bar_52,19.36220472440945,38.0
183_afrocuban_105_beat_4-4_bar_53,23.944881889763785,42.0
183_afrocuban_105_beat_4-4_bar_54,27.38582677165354,45.0
183_afrocuban_105_beat_4-4_bar_55,35.14960629921259,55.0
183_afrocuban_105_beat_4-4_bar_56,21.999999999999993,38.0
183_afrocuban_105_beat_4-4_bar_57,19.401574803149604,37.0
183_afrocuban_105_beat_4-4_bar_58,28.669291338582685,39.0
183_afrocuban_105_beat_4-4_bar_59,14.984251968503944,27.0
183_afrocuban_105_beat_4-4_bar_6,23.75590551181103,42.0
183_afrocuban_105_beat_4-4_bar_7,23.55905511811023,41.0
183_afrocuban_105_beat_4-4_bar_8,25.22047244094488,44.0
183_afrocuban_105_beat_4-4_bar_9,19.110236220472437,39.0
183_rock_115_fill_4-4_bar_1,18.960629921259848,26.0
184_reggae_78_beat_4-4_bar_10,16.62992125984252,29.0
184_reggae_78_beat_4-4_bar_11,18.77165354330708,30.0
184_reggae_78_beat_4-4_bar_12,14.4251968503937,28.0
184_reggae_78_beat_4-4_bar_13,20.031496062992122,37.0
184_reggae_78_beat_4-4_bar_14,17.692913385826778,31.0
184_reggae_78_beat_4-4_bar_15,18.33858267716536,34.0
184_reggae_78_beat_4-4_bar_16,13.480314960629917,26.0
184_reggae_78_beat_4-4_bar_17,24.055118110236222,34.0
184_reggae_78_beat_4-4_bar_18,18.377952755905515,27.0
184_reggae_78_beat_4-4_bar_19,22.204724409448822,35.0
184_reggae_78_beat_4-4_bar_2,20.889763779527563,36.0
184_reggae_78_beat_4-4_bar_20,21.05511811023622,33.0
184_reggae_78_beat_4-4_bar_21,29.15748031496063,43.0
184_reggae_78_beat_4-4_bar_22,21.173228346456696,39.0
184_reggae_78_beat_4-4_bar_23,13.141732283464567,25.0
184_reggae_78_beat_4-4_bar_24,9.559055118110235,22.0
184_reggae_78_beat_4-4_bar_25,17.637795275590552,31.0
184_reggae_78_beat_4-4_bar_26,22.41732283464567,29.0
184_reggae_78_beat_4-4_bar_27,18.14173228346456,30.0
184_reggae_78_beat_4-4_bar_28,17.24409448818897,21.0
184_reggae_78_beat_4-4_bar_29,20.220472440944885,31.0
184_reggae_78_beat_4-4_bar_3,19.401574803149604,34.0
184_reggae_78_beat_4-4_bar_30,14.503937007874018,22.0
184_reggae_78_beat_4-4_bar_31,15.677165354330704,20.0
184_reggae_78_beat_4-4_bar_32,8.173228346456696,7.0
184_reggae_78_beat_4-4_bar_33,9.385826771653544,8.0
184_reggae_78_beat_4-4_bar_34,15.25984251968504,15.0
184_reggae_78_beat_4-4_bar_35,13.244094488188985,7.0
184_reggae_78_beat_4-4_bar_36,10.929133858267727,7.0
184_reggae_78_beat_4-4_bar_37,13.228346456692913,35.0
184_reggae_78_beat_4-4_bar_4,17.692913385826763,27.0
184_reggae_78_beat_4-4_bar_5,19.826771653543304,30.0
184_reggae_78_beat_4-4_bar_6,17.07086614173228,32.0
184_reggae_78_beat_4-4_bar_7,17.716535433070863,33.0
184_reggae_78_beat_4-4_bar_8,15.440944881889765,27.0
184_reggae_78_beat_4-4_bar_9,15.92913385826772,29.0
184_rock_115_fill_4-4_bar_1,24.503937007874015,28.0
185_rock_115_fill_4-4_bar_1,10.000000000000002,12.0
187_reggae_78_fill_4-4_bar_1,28.677165354330707,42.0
188_reggae_78_fill_4-4_bar_1,27.346456692913385,36.0
188_rock_115_fill_4-4_bar_1,10.25984251968504,13.0
189_reggae_78_fill_4-4_bar_1,25.30708661417323,35.0
